timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1648156197562,293,Update,200,OK,Thread Group 1-98,text,true,,424,448,42,42,https://restful-booker.herokuapp.com/booking/616,293,0,0
1648156197597,259,Update,200,OK,Thread Group 1-100,text,true,,424,448,42,42,https://restful-booker.herokuapp.com/booking/618,259,0,0
1648156197565,292,Update,200,OK,Thread Group 1-99,text,true,,424,448,42,42,https://restful-booker.herokuapp.com/booking/617,292,0,0
1648156196843,1032,Create ,200,OK,Thread Group 1-114,text,true,,443,407,43,43,https://restful-booker.herokuapp.com/booking/,1032,0,771
1648156197619,256,Permission,200,OK,Thread Group 1-104,text,true,,271,256,43,43,https://restful-booker.herokuapp.com/auth,256,0,0
1648156196902,1033,Create ,200,OK,Thread Group 1-115,text,true,,443,407,44,44,https://restful-booker.herokuapp.com/booking/,1033,0,773
1648156197692,259,Update,200,OK,Thread Group 1-101,text,true,,424,448,44,44,https://restful-booker.herokuapp.com/booking/619,259,0,0
1648156196963,1012,Create ,200,OK,Thread Group 1-116,text,true,,443,407,44,44,https://restful-booker.herokuapp.com/booking/,1012,0,758
1648156197738,265,Get,200,OK,Thread Group 1-109,text,true,,415,189,44,44,https://restful-booker.herokuapp.com/booking/627,265,0,0
1648156197757,259,Update,200,OK,Thread Group 1-102,text,true,,424,448,44,44,https://restful-booker.herokuapp.com/booking/620,259,0,0
1648156197768,265,Update,200,OK,Thread Group 1-103,text,true,,424,448,45,45,https://restful-booker.herokuapp.com/booking/621,265,0,0
1648156197782,255,Permission,200,OK,Thread Group 1-105,text,true,,271,256,45,45,https://restful-booker.herokuapp.com/auth,255,0,0
1648156197022,1024,Create ,200,OK,Thread Group 1-117,text,true,,443,407,46,46,https://restful-booker.herokuapp.com/booking/,1024,0,766
1648156197795,257,Permission,200,OK,Thread Group 1-106,text,true,,271,256,46,46,https://restful-booker.herokuapp.com/auth,257,0,0
1648156197791,265,Get,200,OK,Thread Group 1-111,text,true,,415,189,46,46,https://restful-booker.herokuapp.com/booking/629,265,0,0
1648156197804,256,Permission,200,OK,Thread Group 1-107,text,true,,271,256,46,46,https://restful-booker.herokuapp.com/auth,256,0,0
1648156197793,274,Get,200,OK,Thread Group 1-110,text,true,,415,189,46,46,https://restful-booker.herokuapp.com/booking/628,274,0,0
1648156197817,264,Permission,200,OK,Thread Group 1-108,text,true,,271,256,46,46,https://restful-booker.herokuapp.com/auth,264,0,0
1648156197816,273,Delete,201,Created,Thread Group 1-89,text,true,,248,242,46,46,https://restful-booker.herokuapp.com/booking/607,273,0,0
1648156197823,267,Get,200,OK,Thread Group 1-112,text,true,,415,189,45,45,https://restful-booker.herokuapp.com/booking/630,267,0,0
1648156197817,360,Delete,201,Created,Thread Group 1-90,text,true,,248,242,47,47,https://restful-booker.herokuapp.com/booking/608,360,0,0
1648156197855,334,Get,200,OK,Thread Group 1-113,text,true,,415,189,46,46,https://restful-booker.herokuapp.com/booking/631,334,0,0
1648156197827,362,Patch,200,OK,Thread Group 1-97,text,true,,424,268,46,46,https://restful-booker.herokuapp.com/booking/614,362,0,0
1648156197875,328,Get,200,OK,Thread Group 1-114,text,true,,415,189,46,46,https://restful-booker.herokuapp.com/booking/632,328,0,0
